quarter,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,other_financing_adjustment_billions,short_issuance_rate,intermediate_issuance_rate,long_issuance_rate,tips_real_issuance_rate,new_frn_spread,other_public_debt_interest_rate
2031Q1,0.01781775002184327,0.01982598390139856,0.02258993228072148,184.328,-9.2495,0.03179,0.04348,0.04348,0.0175,0.001,0.03775
2031Q2,0.017754036595319045,0.019811706497828263,0.02259593162071094,184.328,-9.2495,0.03176,0.04351,0.04351,0.0175,0.001,0.03775
2031Q3,0.017614655473791707,0.019797160110517797,0.022579104221777335,184.328,-9.2495,0.03168,0.04352,0.04352,0.0175,0.001,0.03775
2031Q4,0.017582923791722438,0.019727225080271582,0.0225727995952707,192.24275,-11.316,0.03161,0.04354,0.04354,0.0175,0.001,0.03852
2032Q1,0.017581469158450158,0.01968526656714742,0.02257678241908323,192.24275,-11.316,0.0315499999999999,0.04356,0.04356,0.0175,0.001,0.03852
2032Q2,0.017579698909776065,0.01967074272996472,0.02256916678199805,192.24275,-11.316,0.03149,0.0435799999999999,0.0435799999999999,0.0175,0.001,0.03852
2032Q3,0.017577617243731636,0.01971028327301072,0.022571739816290792,192.24275,-11.316,0.03144,0.0436,0.0436,0.0175,0.001,0.03852
2032Q4,0.017649746885700424,0.0197758101815233,0.02257356533731114,249.09275,-14.7595,0.0314,0.04362,0.04362,0.0175,0.001,0.03881
2033Q1,0.017690923464234398,0.019759214646802636,0.022564008293708637,249.09275,-14.7595,0.03137,0.04364,0.04364,0.0175,0.001,0.03881
2033Q2,0.017716447921211298,0.01974238719039123,0.022564493843014066,249.09275,-14.7595,0.03133,0.04365,0.04365,0.0175,0.001,0.03881
2033Q3,0.017756007302464516,0.019698696995388953,0.022564267205522626,249.09275,-14.7595,0.03131,0.04367,0.04367,0.0175,0.001,0.03881
2033Q4,0.017765412373738743,0.019681678339410258,0.022563340221916306,228.68725,-17.2085,0.03128,0.04369,0.04369,0.0175,0.001,0.03904
2034Q1,0.01754105922100746,0.019664438509282567,0.022572136924965847,228.68725,-17.2085,0.0312599999999999,0.04371,0.04371,0.0175,0.001,0.03904
2034Q2,0.017696739357757174,0.019646981729401825,0.022559374014152977,228.68725,-17.2085,0.03124,0.04373,0.04373,0.0175,0.001,0.03904
2034Q3,0.01776333439337474,0.01968155262857385,0.022566712808094413,228.68725,-17.2085,0.03123,0.04375,0.04375,0.0175,0.001,0.03904
2034Q4,0.0177423648279893,0.01968916041410429,0.02257322550837304,189.9905,-17.416,0.03121,0.0437699999999999,0.0437699999999999,0.0175,0.001,0.03919
2035Q1,0.017735654711652504,0.019722056747187633,0.02256874260208286,189.9905,-17.416,0.0312,0.0437899999999999,0.0437899999999999,0.0175,0.001,0.03919
2035Q2,0.017714424126451522,0.01972826196496369,0.022573755489187608,189.9905,-17.416,0.03119,0.04381,0.04381,0.0175,0.001,0.03919
2035Q3,0.017707331988727093,0.01973390522034224,0.022567910616891007,189.9905,-17.416,0.03118,0.04382,0.04382,0.0175,0.001,0.03919
2035Q4,0.01769999094559438,0.019764486694536787,0.022571471840996393,242.76275,-16.55475,0.03117,0.04384,0.04384,0.0175,0.001,0.03939
2036Q1,0.017678326506116004,0.019743412449576114,0.022574269177581208,242.76275,-16.55475,0.03116,0.04385,0.04385,0.0175,0.001,0.03939
2036Q2,0.017642589134278408,0.019772661061247865,0.022576315037704076,242.76275,-16.55475,0.03116,0.0438699999999999,0.0438699999999999,0.0175,0.001,0.03939
2036Q3,0.01759302613883751,0.01977588746711989,0.022577621701592054,242.76275,-16.55475,0.03115,0.04389,0.04389,0.0175,0.001,0.03939
2036Q4,0.017515988152144724,0.01980359078796723,0.022578201318361746,245.031015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04046
2037Q1,0.01746555549210771,0.01893970235169573,0.022578065905819455,245.031015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04046
2037Q2,0.01746555549210771,0.01893970235169662,0.022399155671420257,245.031015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04046
2037Q3,0.017465555492108598,0.01893970235169573,0.022399155671420257,245.031015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04046
2037Q4,0.01746555549210682,0.01893970235169573,0.022399155671420257,254.402365,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04057
2038Q1,0.017441798459170377,0.020613213981166334,0.022399155671420257,254.402365,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04057
2038Q2,0.017441798459170377,0.020613213981166334,0.022624692238107036,254.402365,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04057
2038Q3,0.01744179845916949,0.020613213981166334,0.022624692238107036,254.402365,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04057
2038Q4,0.017441798459170377,0.020613213981167222,0.022624692238107036,260.45804,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04065
2039Q1,0.017227156981449054,0.019937887724799763,0.022624692238107036,260.45804,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04065
2039Q2,0.017227156981449054,0.019937887724799763,0.022796693476643037,260.45804,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04065
2039Q3,0.017227156981449054,0.019937887724799763,0.02279669347664215,260.45804,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04065
2039Q4,0.017227156981449054,0.019937887724799763,0.022796693476643037,264.33496,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04074
2040Q1,0.017609093307503265,0.01970258122673907,0.022796693476643926,264.33496,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04074
2040Q2,0.017609093307503265,0.01970258122673907,0.022246337554163054,264.33496,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04074
2040Q3,0.017609093307503265,0.01970258122673907,0.022246337554163054,264.33496,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04074
2040Q4,0.017609093307502377,0.01970258122673907,0.022246337554162166,273.20975999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04089
2041Q1,0.017189212325988024,0.02105209487726678,0.022246337554163942,273.20975999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04089
2041Q2,0.017189212325988024,0.02105209487726678,0.0228385780169158,273.20975999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04089
2041Q3,0.017189212325988024,0.02105209487726767,0.0228385780169158,273.20975999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04089
2041Q4,0.017189212325988024,0.02105209487726678,0.02283857801691669,290.3126875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0411
2042Q1,0.017088232020256333,0.018695469559396827,0.0228385780169158,290.3126875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0411
2042Q2,0.017088232020256333,0.01869546955939594,0.02271549749328483,290.3126875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0411
2042Q3,0.017088232020256333,0.018695469559397715,0.02271549749328483,290.3126875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0411
2042Q4,0.017088232020256333,0.018695469559396827,0.022715497493283943,300.12464,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04125
2043Q1,0.01701953976476145,0.021251542965382564,0.02271549749328572,300.12464,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04125
2043Q2,0.01701953976476145,0.021251542965382564,0.02231557677676199,300.12464,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04125
2043Q3,0.017019539764762337,0.021251542965382564,0.02231557677676199,300.12464,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04125
2043Q4,0.01701953976476145,0.021251542965381676,0.02231557677676199,315.2472575,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0413199999999999
2044Q1,0.016847634395924738,0.019083305138657858,0.02231557677676199,315.2472575,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0413199999999999
2044Q2,0.01684763439592385,0.019083305138657858,0.023076797027411944,315.2472575,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0413199999999999
2044Q3,0.016847634395925626,0.019083305138657858,0.023076797027411944,315.2472575,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.0413199999999999
2044Q4,0.01684763439592385,0.01908330513865697,0.023076797027411944,328.847015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04138
2045Q1,0.01623329428827147,0.020597325915870046,0.023076797027411944,328.847015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04138
2045Q2,0.01623329428827147,0.020597325915870046,0.02213343204113838,328.847015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04138
2045Q3,0.01623329428827036,0.020597325915870046,0.022133432041139267,328.847015,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04138
2045Q4,0.01623329428827236,0.020597325915870046,0.02213343204113838,341.5111875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04149
2046Q1,0.01602817697257164,0.01989152606750877,0.02213343204113749,341.5111875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04149
2046Q2,0.01602817697257164,0.01989152606750788,0.023159436985126236,341.5111875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04149
2046Q3,0.016028176972572528,0.019891526067509657,0.023159436985126236,341.5111875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04149
2046Q4,0.01602817697257164,0.01989152606750877,0.023159436985126236,357.7490725,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04154
2047Q1,0.01584952735551126,0.019676561505418855,0.023159436985126236,357.7490725,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04154
2047Q2,0.01584952735551126,0.019676561505418855,0.02235168965107781,357.7490725,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04154
2047Q3,0.01584952735551126,0.019676561505418855,0.02235168965107781,357.7490725,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04154
2047Q4,0.01584952735551126,0.019676561505418855,0.02235168965107781,372.65234999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2048Q1,0.015676506274730606,0.02077970179797095,0.0223516896510787,372.65234999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2048Q2,0.015676506274730606,0.02077970179797095,0.022930584971782908,372.65234999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2048Q3,0.015676506274730606,0.02077970179796984,0.022930584971782908,372.65234999999996,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2048Q4,0.015676506274729718,0.02077970179797184,0.022930584971782908,392.23500750000005,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2049Q1,0.015497958573625237,0.019473428238653945,0.022930584971783796,392.23500750000005,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2049Q2,0.015497958573625237,0.019473428238653945,0.022366633995218432,392.23500750000005,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2049Q3,0.015497958573625237,0.019473428238653945,0.022366633995218432,392.23500750000005,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04156
2049Q4,0.015497958573625237,0.019473428238653057,0.022366633995218432,407.0113625000001,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04158
2050Q1,0.015219177974386433,0.020390207990024445,0.022366633995218432,407.0113625000001,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04158
2050Q2,0.015219177974386433,0.020390207990024445,0.02276633294218633,407.0113625000001,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04158
2050Q3,0.015219177974387321,0.020390207990024445,0.02276633294218633,407.0113625000001,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04158
2050Q4,0.015219177974386433,0.020390207990024445,0.022766332942187217,427.29039000000006,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04162
2051Q1,0.015094632227163673,0.01921496163380243,0.02276633294218544,427.29039000000006,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04162
2051Q2,0.015094632227163673,0.01921496163380243,0.022850408612718587,427.29039000000006,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04162
2051Q3,0.015094632227163673,0.01921496163380243,0.022850408612718587,427.29039000000006,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04162
2051Q4,0.015094632227163673,0.01921496163380243,0.022850408612718587,450.937025,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04167
2052Q1,0.014949853670766178,0.020776005458570612,0.022850408612718587,450.937025,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04167
2052Q2,0.014949853670766178,0.020776005458570612,0.02253572169058371,450.937025,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04167
2052Q3,0.014949853670766178,0.020776005458570612,0.02253572169058371,450.937025,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04167
2052Q4,0.014949853670767954,0.020776005458570612,0.022535721690584598,462.968345,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04168
2053Q1,0.014910252990658845,0.01992533565251664,0.02253572169058371,462.968345,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04168
2053Q2,0.014910252990658845,0.01992533565251664,0.022725734639350792,462.968345,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04168
2053Q3,0.014910252990657957,0.01992533565251664,0.022725734639350792,462.968345,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04168
2053Q4,0.014910252990658845,0.01992533565251664,0.022725734639350792,486.19494,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04169
2054Q1,0.0148290126082804,0.01979116344579368,0.022725734639350792,486.19494,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04169
2054Q2,0.014829012608279513,0.01979116344579479,0.022859099804621197,486.19494,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04169
2054Q3,0.014829012608281289,0.019791163445792792,0.022859099804621197,486.19494,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04169
2054Q4,0.014829012608279513,0.01979116344579368,0.022859099804622085,508.6235875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04171
2055Q1,0.014833626650489373,0.019945074784910366,0.022859099804621197,508.6235875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04171
2055Q2,0.014833626650488485,0.019945074784910366,0.022480077339169124,508.6235875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04171
2055Q3,0.014833626650490261,0.019945074784911254,0.022480077339169124,508.6235875,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04171
2055Q4,0.014833626650489373,0.019945074784910366,0.022480077339169124,527.2519,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04176
2056Q1,0.01485254191540597,0.02058758735569799,0.022480077339169124,527.2519,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04176
2056Q2,0.01485254191540597,0.02058758735569799,0.022908651366030597,527.2519,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04176
2056Q3,0.01485254191540597,0.0205875873556971,0.022908651366030597,527.2519,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.001,0.04176
