quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,treasury_debt_management_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,bill_share_of_marketable_debt,weighted_average_remaining_maturity_quarters,principal_maturing_next_four_quarters_billions,principal_maturing_next_eight_quarters_billions,share_marketable_debt_maturing_next_four_quarters,share_marketable_debt_maturing_next_eight_quarters,principal_maturing_billions,principal_refinanced_billions,treasury_buyback_operation_count,treasury_buyback_cash_limit_billions,treasury_buyback_face_value_limit_billions,treasury_buyback_cash_spent_billions,treasury_buyback_face_value_retired_billions,treasury_buyback_premium_or_discount_billions,treasury_buyback_unfilled_cash_limit_billions,treasury_buyback_unfilled_face_value_limit_billions,treasury_buyback_weighted_price_per_dollar_face,treasury_buyback_notes_retired_billions,treasury_buyback_bonds_retired_billions,treasury_buyback_financing_issuance_billions,treasury_buyback_financing_instrument,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,new_borrowing_bill_share,new_borrowing_note_share,new_borrowing_bond_share,new_borrowing_tips_share,new_borrowing_frn_share,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,primary_balance_adjustment_billions,primary_balance_adjustment_gdp_share,short_issuance_rate,intermediate_issuance_rate,long_issuance_rate,stage
2044Q3,2044-09-30,2044,3,2044,80737.37659412617,32973.39603638874,0.025,0.04,0.040625,-791.7061411811098,2992.2510877747522,421.16127576409644,1697.6532557986534,609.2828810263962,218.57413312810803,45.57954205749823,7.575932480930158,164.06069469915323,0.0,3163.8877149548357,2372.181573773726,0.0,0.0,165745.08710869233,168117.26868246606,2.082273115308245,-0.03922377340354199,0.15674959224201576,0.11752581883847377,167534.50464547143,582.7640369946275,34944.09563643925,84059.6286732541,28041.660987803185,112101.2896610573,16716.994828421815,3772.1245195530473,0.20857849975672943,18.647870759680323,46579.44869427192,60345.16813882179,0.27802898747837734,0.36019546102769323,37443.95596326945,37443.95596326945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3720.7789434692427,41164.7349067387,2208.1208790745727,2208.1208790745727,0.0,39652.076842344024,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07092196799078795,0.07635551122863801,0.04813268469478572,0.7619992542119357,66861.40551388348,0.0,1106.9533986811098,0.05484217820184379,0.048,0.052,0.056,conditional_recovery
2044Q4,2044-12-31,2044,4,2045,82012.95177316597,33172.516712743956,0.024375,0.039375,0.04,-795.5952140007971,2972.4101385553267,419.32914763727103,1674.977443775025,615.0270946163809,217.04474549897992,46.03170702767079,7.539509728617993,164.71934632144954,0.0,3144.6689946053943,2349.0737806045972,0.0,0.0,168117.26868246606,170466.34246307064,2.0785295343905177,-0.03880339369817,0.15337426231422666,0.11457086861605666,169883.578426076,582.7640369946275,35414.62971185691,85191.52002535068,28419.25144438128,113610.77146973196,17035.259791511657,3822.917452975463,0.20846411430677164,18.467578001689844,47601.96591076188,62338.96349883616,0.2802034566953488,0.366951085422083,37655.86619361285,37655.86619361285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3772.1245195530473,41427.9907131659,2184.354434283148,2184.354434283148,0.0,39840.22062789599,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0696582167677039,0.07482084426543792,0.04800931963107649,0.778170119727155,70006.07450848888,-2.9103830456733704e-11,1124.4422290007972,0.05484217820184379,0.0478125,0.051875,0.0558125,conditional_recovery
2045Q1,2045-03-31,2045,1,2045,83283.44493024434,33367.74825250951,0.02375,0.03875,0.039375,-813.0143670319758,2960.3538184450476,423.31549577453967,1652.7672434832873,620.6733569147848,217.1253819847026,46.472340287732976,7.503086976305829,165.270155087249,0.0,3133.1270605086024,2320.1126934766266,0.0,0.0,170466.34246307064,172786.45515654728,2.0746794912394404,-0.03904806616551137,0.15048018549822542,0.11143211933271406,172203.69111955265,582.7640369946275,35878.806598885065,86308.11886849276,28791.740434791554,115099.85930328432,17352.001072988853,3873.0241443943946,0.20835097299962144,18.336260217534257,48593.76225605944,64268.22025019437,0.2821876926106256,0.37321046855828466,38405.53732617299,38405.53732617299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3822.917452975463,42228.45477914845,2154.8425383893778,2154.8425383893778,0.0,40560.37986456237,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06832533199972392,0.07351896017097578,0.0477043706494587,0.795437971739115,73139.20156899748,0.0,1141.8613820319758,0.05484217820184378,0.047625,0.05175,0.055625,conditional_recovery
2045Q2,2045-06-30,2045,2,2045,84547.98615929905,33559.00489278248,0.023125,0.038125,0.03875,-830.351915888825,2943.3231305710756,427.1820410679754,1627.7463081734597,626.2521556022614,215.2427239788514,46.899901748525885,7.466664223993665,165.70862842838895,0.0,3116.4984232234583,2286.1465073346335,0.0,0.0,172786.45515654728,175072.6016638819,2.070689198132089,-0.03928429066657306,0.1474428222264967,0.10815853155992365,174489.83762688728,582.7640369946275,36335.57234219685,87406.88986468398,29158.2821893143,116565.17205399828,17666.762408627066,3922.330822065045,0.2082389028287907,18.168957485616513,49614.06335913107,66236.27489703723,0.28433783900482007,0.37959961335210063,38781.78385617074,38781.78385617074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3873.0241443943946,42654.808000565135,2120.437878906244,2120.437878906244,0.0,40902.221735076986,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.066997436628996,0.07214682239762049,0.047647355968490894,0.8117094451969906,76255.69999222094,0.0,1159.198930888825,0.05484217820184378,0.0474375,0.051625,0.0554375,conditional_recovery
2045Q3,2045-09-30,2045,3,2045,85805.6969436813,33746.20214019846,0.0225,0.037500000000000006,0.038125,-847.5958156296931,2924.4100769216825,430.9171782457408,1599.6116283036292,631.6505940714421,214.9175607597102,47.313115541159604,7.430241471681501,166.0311060724201,0.0,3097.8714244657845,2250.275608836091,0.0,0.0,175072.6016638819,177322.877272718,2.066562985778254,-0.039512332901905756,0.14441332148372746,0.1049009885818217,176740.11323572337,582.7640369946275,36784.54163246411,88486.90613462018,29518.567507972846,118005.47364259302,17979.302067821736,3970.7958928444823,0.20812786050104828,18.01709835423774,50611.84583876841,68119.61145242363,0.2863630950109551,0.38542247260852747,39389.74090170323,39389.74090170324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3922.330822065045,43312.071723768284,2084.244502763671,2084.244502763671,0.0,41473.98540446691,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06559969033557334,0.07077912580320982,0.0474034741817488,0.8283394619971608,79353.57141668673,0.0,1176.4428306296932,0.05484217820184379,0.04725,0.0515,0.05525,conditional_recovery
2045Q4,2045-12-31,2045,4,2046,87055.6911047592,33929.256832124614,0.021875000000000002,0.036875000000000005,0.037500000000000006,-852.0697437629678,2900.2886280631724,434.5173980334824,1568.1941285332168,636.9491294666299,212.91637762988233,47.71159439995949,7.393818719369336,166.2361891894144,0.0,3073.918635971956,2221.848892208988,0.0,0.0,177322.877272718,179544.72616492698,2.0624122775485216,-0.03915055904789143,0.14123918135451616,0.10208862230662474,178961.96212793235,582.7640369946275,37227.34331677481,89552.0859448607,29873.903495072216,119425.9894399329,18290.034184672106,4018.5951865525158,0.20801818930752755,17.90975744564017,52026.55540688412,69812.52758049681,0.2907129246252482,0.3900970169883966,40052.02164194532,40052.02164194532,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3970.7958928444823,44022.81753478981,2055.612703019574,2055.612703019574,0.0,42107.63434496489,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06413665040460612,0.06934059909809265,0.047184634959013594,0.8457241549093016,82427.49005265869,0.0,1193.5809312629679,0.05484217820184379,0.0470625,0.051375,0.0550625,conditional_recovery
2046Q1,2046-03-31,2046,1,2046,88297.07577812827,34108.087197262466,0.02125,0.036250000000000004,0.036875000000000005,-869.0898036314538,2871.2039640762932,438.00296121142867,1533.3116562897173,642.3890723706241,209.4027130654697,48.09756113905043,7.3573959670571725,166.3285910705149,0.0,3044.889951113865,2175.8001474824114,0.0,0.0,179544.72616492698,181720.5263124094,2.058058261963673,-0.03937117038010596,0.1379384277126017,0.09856725733249573,181137.76227541477,582.7640369946275,37660.2056883911,90593.35628143644,30221.263461274433,120814.61974271087,18597.615287086574,4065.321557226222,0.20790919140940825,17.844176655719064,53396.45001486355,71446.49215199999,0.2947836461271713,0.39443179188317257,40753.69795262571,40753.697952625706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4018.5951865525158,44772.29313917822,2009.4715564118965,2009.4715564118965,0.0,42763.1695090376,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06260604238418377,0.06783579815798937,0.04690645340132895,0.8640401767907747,85472.38000377255,2.9103830456733704e-11,1210.6009911314538,0.05484217820184378,0.046875,0.05125,0.054875,conditional_recovery
2046Q2,2046-06-30,2046,2,2046,89528.9524160738,34282.61291559969,0.020625,0.035625000000000004,0.036250000000000004,-885.9795031566782,2836.6972414629827,441.3305354108332,1495.1082663699945,647.7665342729186,204.02564996917636,48.466255440056365,7.320973214745008,166.29705762589094,0.0,3010.3152723036187,2124.3357691469405,0.0,0.0,181720.5263124094,183844.86208155635,2.053468259375604,-0.03958404423361093,0.13449572193422224,0.0949116777006113,183262.09804456172,582.7640369946275,38081.988857046104,91607.97508590181,30559.732676470016,122167.70776237182,18901.54946847692,4110.851956666843,0.2078006814468868,17.7455709962231,54766.49797546663,73164.67469733562,0.2988424696641293,0.3992351690721396,41128.183721055204,41128.18372105521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4065.321557226222,45193.50527828143,1958.0387115210494,1958.0387115210494,0.0,43086.22243257626,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06106278914109707,0.06626252594334577,0.0468128858435455,0.8815543303708118,88482.69527607616,0.0,1227.4906906566782,0.0548421782018438,0.0466875,0.051125,0.0546875,conditional_recovery
2046Q3,2046-09-30,2046,3,2046,90750.41781484998,34452.75517765045,0.02,0.035,0.035625000000000004,-902.7264589234453,2799.1701669579456,444.488213690835,1453.285746458259,652.9779457552196,199.60189406821257,48.81636698541876,7.284550462432844,166.13860297749957,0.0,2972.593320397878,2069.866861474433,0.0,0.0,183844.86208155635,185914.7289430308,2.0486377189175715,-0.03978941279433878,0.13102279381071705,0.09123338101637829,185331.96490603616,582.7640369946275,38492.072954159354,92594.45123588695,30888.813713432024,123483.26494931898,19201.507530889467,4155.119471668337,0.20769257463856786,17.659240668498065,56062.954677891925,74741.35901839538,0.302500190435665,0.40328369181371093,41684.869682975164,41684.869682975164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4110.851956666843,45795.721639642004,1903.7282584969332,1903.7282584969332,0.0,43588.5979414721,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06018914242495179,0.06467612500542312,0.04663523052182371,0.8854623687392051,91455.28859647404,0.0,1244.2376464234453,0.05484217820184378,0.0465,0.051000000000000004,0.0545,conditional_recovery
2046Q4,2046-12-31,2046,4,2047,91978.785405178,34622.68101894853,0.019875,0.0346875,0.035,-903.3301624949802,2790.2163416193275,447.47034809210254,1440.742216832073,658.0636099829505,194.79289421137358,49.14727250082702,7.248127710120681,165.85198437274533,0.0,2963.3164537021935,2059.986291207213,0.0,0.0,185914.7289430308,187974.71523423798,2.043674684397994,-0.039284283153585835,0.12886956228649532,0.08958527913290948,187391.95119724335,582.7640369946275,38900.0904081014,93575.95598070598,31216.236326956998,124792.19230766298,19500.50458358099,4199.163897897969,0.20758677285534152,17.66008626439823,56750.13403710621,75493.23147784323,0.3028418972881747,0.4028627216671715,42730.25038129829,42730.25038129829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4155.119471668337,46885.36985296663,1894.134306834468,1894.134306834468,0.0,44624.384688132755,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05924058097357152,0.06375646449421944,0.046515354070794525,0.8893063820176531,94418.60505017624,-2.9103830456733704e-11,1261.0792349949802,0.05484217820184379,0.0463125,0.050875000000000004,0.0543125,conditional_recovery
2047Q1,2047-03-31,2047,1,2047,93213.88364413843,34792.37880313465,0.01975,0.034375,0.0346875,-920.2640319244431,2776.7274965568504,450.39010925629907,1423.8583922071866,661.8910123490467,191.11658307220736,49.47139967211045,7.211704957808516,166.9497147993638,0.0,2950.888916314023,2030.6248843895798,0.0,0.0,187974.71523423798,190005.34011862756,2.0383802572158536,-0.03949042764649629,0.1266287295819407,0.08713830193544442,189422.57608163293,582.7640369946275,39301.546627403,94541.67737393243,31538.393732895453,126080.07110682788,19798.458291541654,4242.50005586039,0.20748079474151873,17.695286816484135,57416.45498811942,76192.09687629585,0.30311305112530734,0.4022334531205,43366.700987192045,43366.70098719204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4199.163897897969,47565.864885090006,1863.6751695902158,1863.6751695902158,0.0,45230.37615678225,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.058308496245257024,0.06279331584861034,0.0462586260832788,0.8938785977850334,97369.49396649026,0.0,1278.013104424443,0.05484217820184379,0.046125,0.05075,0.054125,conditional_recovery
2047Q2,2047-06-30,2047,2,2047,94455.53641810847,34961.836855703055,0.019625,0.0340625,0.034375,-937.2877675981629,2762.60337641932,453.19595954724076,1408.0894494017962,665.4285494581834,186.10633141911327,49.78308659298675,7.175282205496352,167.99271727944344,0.0,2937.7713759042595,2000.4836083060966,0.0,0.0,190005.34011862756,192005.82372693365,2.0327641026463263,-0.039692232055059146,0.12440864717130744,0.08471641511624829,191423.05968993902,582.7640369946275,39696.285408613425,95491.23966098385,31855.16058233993,127346.40024332378,20095.262954203696,4285.111083798099,0.20737462598765374,17.705057165131787,58162.755034221365,76948.52920154856,0.3038440359715885,0.4019815027833498,43717.199214143366,43717.19921414337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4242.50005586039,47959.699270003766,1832.4908910266533,1832.4908910266533,0.0,45549.690105170026,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05743725945360344,0.06184608020111639,0.04614627394133763,0.8977981175635004,100307.26534239452,0.0,1295.0368400981629,0.0548421782018438,0.0459375,0.050625,0.0539375,conditional_recovery
2047Q3,2047-09-30,2047,3,2047,95703.56305553744,35131.04346525377,0.0195,0.03375,0.0340625,-954.3988924107946,2750.0166200241392,455.88702773954475,1393.5951690651864,668.9523607526636,181.49982667485412,50.082235791890284,7.138859453184187,168.98032576491093,0.0,2926.1358052422343,1971.7369128314397,0.0,0.0,192005.82372693365,193977.56063976508,2.0268582949957525,-0.039889795612184274,0.1222999734521557,0.08241017783997141,193394.79660277045,582.7640369946275,40084.619092279936,96425.39419140715,32166.787519857975,128592.18171126512,20390.96510116207,4327.030698063329,0.20726834328750346,17.719085753834225,58832.469163884445,77551.98052687522,0.3042091627973079,0.4010034493645951,44185.3843797745,44185.38437977449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4285.111083798099,48470.49546357259,1802.756587066529,1802.756587066529,0.0,45988.14096684102,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05660403049626863,0.0609593135967317,0.045956781563153117,0.9018234884832543,103233.40114763675,0.0,1312.1479649107946,0.0548421782018438,0.04575,0.0505,0.05375,conditional_recovery
2047Q4,2047-12-31,2047,4,2048,96957.7783423757,35299.986884757,0.019375,0.0334375,0.03375,-956.69158947686,2737.98491486685,458.46783086795176,1380.6345625968543,672.2644218635049,176.2487578188952,50.36934171964343,7.1024367008720235,169.9131750189183,0.0,2915.0005265866403,1958.3089371097803,0.0,0.0,193977.56063976508,195935.8695768749,2.020837037797931,-0.03946837915772395,0.12025855280195215,0.08079017364422819,195353.10553988026,582.7640369946275,40469.85929560456,97352.1072126395,32475.932025782364,129828.03923842186,20686.590626707264,4368.616379146546,0.20716261041134493,17.73275373190054,59283.588432251054,77826.71315895552,0.30346888148214585,0.398389945958999,44601.68994169716,44601.68994169716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4327.030698063329,48928.72063976049,1788.395762090862,1788.395762090862,0.0,46390.08570378802,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.055810070467543195,0.06011005637915152,0.04577441504035847,0.9059037217617252,106148.40167422338,2.9103830456733704e-11,1329.34393947686,0.054842178201843804,0.0455625,0.050375,0.0535625,conditional_recovery
2048Q1,2048-03-31,2048,1,2048,98217.99254018435,35468.6553328296,0.01925,0.033125,0.0334375,-973.9698123790389,2726.858329741539,460.9769910389957,1369.5269109400908,675.2976881301499,170.40809348657422,50.64864614573027,7.066013948559859,170.79997190652557,0.0,2904.7243155966244,1930.7545032175854,0.0,0.0,195935.8695768749,197866.62408009247,2.014565956427367,-0.03966563710739881,0.11829703460527162,0.0786313974978728,197283.86004309784,582.7640369946275,40848.972943632725,98264.08252342642,32780.160142156026,131044.24266558245,20981.103719411945,4409.54071447068,0.20705684152119197,17.770793036505548,59695.494389662075,78008.50025688327,0.3025868126091067,0.39541247945899805,45205.06888884456,45205.06888884456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4368.616379146546,49573.6852679911,1759.9545313110598,1759.9545313110598,0.0,46965.023420155616,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05503182617627209,0.05929949063169292,0.04552153293421709,0.9105319142389844,109053.12598982001,0.0,1346.6221623790389,0.054842178201843804,0.045375,0.05025,0.053375,conditional_recovery
2048Q2,2048-06-30,2048,2,2048,99484.01140695125,35637.03699502347,0.019125,0.0328125,0.033125,-991.3276204535706,2715.3384100227904,463.3805368293337,1359.6669207926823,678.4041094452167,162.97042751815633,50.91641543740362,7.0295911962476945,171.63224515767536,0.0,2894.000246376713,1902.6726259231427,0.0,0.0,197866.62408009247,199769.2967060156,2.008054298180995,-0.0398587715325803,0.11636041633015617,0.07650164479757587,199186.53266902096,582.7640369946275,41221.85816422259,99161.07506564702,33079.390119429765,132240.46518507678,21274.416612519435,4449.792707202157,0.20695103033255288,17.80257971833793,60080.12067133273,78093.87809868532,0.30162742363292744,0.3920640469627046,45618.28992756758,45618.28992756758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4409.54071447068,50027.83064203826,1731.0403807654677,1731.0403807654677,0.0,47349.33030833305,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.054286384739792574,0.058504060699095556,0.0453663167474292,0.9149430626754024,111947.12623619672,-2.9103830456733704e-11,1363.9799704535706,0.054842178201843804,0.0451875,0.050125,0.0531875,conditional_recovery
2048Q3,2048-09-30,2048,3,2048,100755.63622063742,35805.1200251256,0.019,0.0325,0.0328125,-1008.7622891130865,2704.314589029065,465.67817894895205,1351.3273922614803,681.3911455566264,154.7452561291818,51.1726161328248,6.993168443935531,172.4095224382604,0.0,2883.717279911261,1874.9549907981745,0.0,0.0,199769.2967060156,201644.2516968138,2.0013198195210418,-0.040047875313062246,0.11448361156080317,0.07443573624774091,201061.48765981916,582.7640369946275,41588.60526590079,100043.30208061411,33373.69442767448,133416.9965082886,21566.503779717466,4489.38210591227,0.20684520814978533,17.825722580381345,60382.2328027248,78208.39241017129,0.3003172487457517,0.388977488033382,45991.71181930719,45991.71181930719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4449.792707202157,50441.50452650934,1702.545468359914,1702.545468359914,0.0,47694.257287667104,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05359874005189479,0.05774095073588802,0.045217921408629944,0.9191164488906496,114830.84351610798,2.9103830456733704e-11,1381.4146391130864,0.054842178201843804,0.045,0.05,0.053,conditional_recovery
2048Q4,2048-12-31,2048,4,2049,102032.66380547616,35972.89254646968,0.018875,0.0321875,0.0325,-1006.6883752071855,2695.261335802417,467.87180924138386,1344.697925831432,684.1101085298571,147.0237445771596,51.55774762258623,6.979509911818468,173.13185794733982,0.0,2875.3727036615755,1868.6843284543902,0.0,0.0,201644.2516968138,203512.93602526817,1.9945861299207353,-0.03946533737966198,0.11272361600373125,0.07325827862406928,202930.17198827353,582.7640369946275,41953.84599859077,100921.90545572195,33666.7899168692,134588.69537259114,21858.82172109572,4528.808895995877,0.20674030671503646,17.81452570534987,60571.7301006799,78433.21586732935,0.2984855800751999,0.3865034711144958,46170.56725357992,46170.56725357992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4489.38210591227,50659.94935949219,1695.55247050705,1695.55247050705,0.0,47866.119724086966,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05300307008682979,0.057038525610636284,0.0451326107425444,0.9232459060369226,117706.21621976956,-2.9103830456733704e-11,1398.9233827071855,0.054842178201843804,0.0449375,0.0499375,0.0529375,conditional_recovery
2049Q1,2049-03-31,2049,1,2049,103314.8865610451,36140.34265325902,0.01875,0.031875,0.0321875,-1024.2683474210285,2690.005356722242,471.3252386404181,1341.0127129504726,686.8488634378889,138.87876466751115,51.93977702595271,6.965851379701407,173.81109816533734,0.0,2870.7823062672805,1846.513958846252,0.0,0.0,203512.93602526817,205359.4499841144,1.9877043552941889,-0.03965617662720172,0.11114689864450607,0.07149072201730435,204776.68594711978,582.7640369946275,42314.16467290759,101788.66859311238,33955.93559166042,135744.6041847728,22150.21272679918,4567.704362640205,0.20663565521240307,17.82749627453278,60702.36489698714,78768.21328608278,0.2964320113699981,0.38465420475856016,46723.978850996085,46723.978850996085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4528.808895995877,51252.78774699196,1672.7028606809151,1672.7028606809151,0.0,48396.681711677,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.052423129611786815,0.056424566660683316,0.04501503541156585,0.927887573771605,120576.99852603684,0.0,1416.5033549210284,0.05484217820184381,0.044875,0.049875,0.052875,conditional_recovery
2049Q2,2049-06-30,2049,2,2049,104602.09249413012,36307.4584119006,0.018625,0.0315625,0.031875,-1041.9166417122083,2684.6968205807607,474.712034924182,1338.9681581738294,689.5054550802496,129.19668337413543,52.31448902836359,6.952192847584346,174.43805766049746,0.0,2866.0870710888425,1824.1704293766343,0.0,0.0,205359.4499841144,207183.62041349107,1.9806833254804863,-0.03984305158219189,0.10959960753173945,0.06975655594954756,206600.85637649643,582.7640369946275,42669.535250149456,102643.52885549105,34241.11055671703,136884.63941220808,22440.61601910395,4606.065695034909,0.20653126031767832,17.831805627112722,60755.85037092256,78897.5996743772,0.2940735650204901,0.38188418508101035,47097.31745649269,47097.317456492696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4567.704362640205,51665.021819132904,1649.7323717161369,1649.7323717161369,0.0,48747.04982820883,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05186553000183858,0.05582576445954737,0.04494749759861063,0.9324579121619498,123443.08559712568,2.9103830456733704e-11,1434.1516492122082,0.05484217820184381,0.0448125,0.0498125,0.0528125,conditional_recovery
2049Q3,2049-09-30,2049,3,2049,105894.06525339746,36474.22786235015,0.0185,0.03125,0.0315625,-1059.6302917861253,2679.7067688690654,478.0321370993306,1338.7942092449478,692.2166961068721,117.98185003095412,52.681876386961775,6.938534315467284,175.01245925670082,0.0,2861.6577624412334,1802.0274706551081,0.0,0.0,207183.62041349107,208985.64788414616,1.9735350360197939,-0.04002605015684308,0.10809511394594122,0.06806906378909813,208402.88384715153,582.7640369946275,43020.01225702323,103486.61740935828,34522.35856819872,138008.975977557,22729.99683337469,4643.898779196615,0.20642714468661238,17.818661730539294,60917.821599911964,79293.15171422674,0.29230795886966127,0.38048010781070835,47374.6708502955,47374.67085029549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4606.065695034909,51980.7365453304,1627.0150113984073,1627.0150113984073,0.0,49001.6858616939,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05157844929169264,0.05524872587379291,0.044908406016342536,0.9340361308242576,126304.74335956691,0.0,1451.8652992861253,0.05484217820184382,0.04475,0.04975,0.05275,conditional_recovery
2049Q4,2049-12-31,2049,4,2050,107190.58416688941,36640.63901946787,0.018375,0.0309375,0.03125,-1062.629917110072,2688.108423161712,481.2863871254474,1340.6805644696506,694.7981770529148,118.30126314506325,53.04203136863633,6.924875783350222,175.53424530914765,0.0,2870.5675442542097,1807.9376271441377,0.0,0.0,208985.64788414616,210793.5855112903,1.9665308025852077,-0.03965385300841798,0.10712013808171454,0.06746628507329656,210210.82147429566,582.7640369946275,43371.649978413654,104332.49811536129,34804.538020668835,139137.03613603013,23020.27820037104,4681.857159480848,0.20632453493226605,17.755742759958984,61300.86761884665,79695.53025241199,0.29161613654767266,0.3791219200489974,47424.72845106271,47424.72845106271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4643.898779196615,52068.62723025932,1632.4033818349901,1632.4033818349901,0.0,49057.1318328977,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05132426523116635,0.05494286470515038,0.044832340564416054,0.9355534374716558,129175.31090382113,0.0,1469.6412796100722,0.054842178201843825,0.0446875,0.0496875,0.0526875,conditional_recovery
