plot_year,reference_debt_pct,reference_inflation_pct,persistent_debt_pct,persistent_inflation_pct,faster_fading_debt_pct,faster_fading_inflation_pct
2051.125,155.648221458978,1.921496163380243,225.86811560987684,6.462166111618066,233.79881963100303,2.717662179529957
2051.375,156.42311013361638,1.921496163380243,227.16344221618846,6.51440543452248,235.01220555588355,2.7178943232274815
2051.625,157.1954259619238,1.921496163380243,228.45925974600806,6.567665664113803,236.2208032260825,2.718275043162898
2051.875,157.9940096900604,1.921496163380243,229.78731138753932,6.622005874684611,237.4533519476187,2.71882593728596
2052.125,158.73482269895175,2.077600545857061,231.04075916495032,6.833601827186368,238.59940244858683,2.875650145436292
2052.375,159.4712543650402,2.077600545857061,232.29707866227497,6.890252089601762,239.73905779310516,2.8765396863362387
2052.625,160.2041659604006,2.077600545857061,233.55393952386714,6.94808979460521,240.8736184186214,2.8775889724820995
2052.875,160.94761863868504,2.077600545857061,234.82765612960748,7.007074745220374,242.01703911379605,2.878774712882952
2053.125,161.7226036405996,1.992533565251664,236.1519976173186,6.982182833492214,243.2077603819315,2.7950158461743118
2053.375,162.4949413081375,1.992533565251664,237.47982377732308,7.043544789200122,244.39427911990467,2.7964365472976613
2053.625,163.2639194237955,1.992533565251664,238.807603304348,7.106119458568173,245.57570353244955,2.7979605837158203
2053.875,164.05582344289482,1.992533565251664,240.1651960451916,7.169959674705309,246.7785939469997,2.799593717338277
2054.125,164.85285464562952,1.979116344579368,241.53928107252233,7.221731710863743,247.98965832236513,2.7879174335153714
2054.375,165.6468956784749,1.979116344579479,242.91668694355928,7.288278169905264,249.19654177203415,2.7897586426374605
2054.625,166.4374925134481,1.9791163445792792,244.29547265818076,7.356218052629648,250.39852648603093,2.7916920422668743
2054.875,167.24932254956434,1.979116344579368,245.7044824221199,7.425668945824963,251.62050261173752,2.7937187791020226
2055.125,168.0510269625558,1.9945074784910366,247.10896004066677,7.512140941569625,252.8281617607784,2.811229782203287
2055.375,168.84750950807364,1.9945074784910366,248.5172063973097,7.58488077237547,254.0285731342513,2.8134373238234365
2055.625,169.64036129576158,1.9945074784911254,249.9287404679712,7.659325299666604,255.2241395003553,2.815725374811149
2055.875,170.4494031582467,1.9945074784910366,251.36672290643892,7.73550911573142,256.434877684294,2.818092994490883
2056.125,171.2270851709447,2.058758735569799,252.77141900782968,7.877773904909432,257.59943848653114,2.88479059095983
2056.375,172.00270326883972,2.058758735569799,254.18688822269826,7.957636673459579,258.76213922681353,2.8873090590375883
2056.625,172.77454837677658,2.05875873556971,255.60742902734225,8.03938969812712,259.9205450225293,2.8898912663319596
