scenario,inflation_ceiling,sustained_breach_quarters,first_inflation_ceiling_breach,first_sustained_inflation_ceiling_breach,inflation_ceiling_breached,inflation_ceiling_breached_sustained,peak_inflation_rate,terminal_inflation_rate,terminal_four_quarter_inflation_change,peak_policy_rate,peak_short_issuance_rate,terminal_debt_gdp_ratio,terminal_four_quarter_debt_gdp_change,minimum_output_gap,maximum_output_gap,peak_gross_issuance_gdp_ratio_annualized,peak_interest_gdp_ratio_annualized,peak_total_deficit_gdp_ratio_annualized,peak_incremental_cash_interest_billions,cumulative_incremental_cash_interest_billions,rate_bound_ever_binding,interest_income_domestic_demand_fraction,fed_inflation_response,simulation_completed,simulation_error,strict_ceiling_defended,sustained_ceiling_defended,maximum_absolute_debt_identity_residual_billions,terminal_four_quarter_inflation_deviation_change,terminal_inflation_pressure_nonincreasing,terminal_debt_gdp_nonincreasing,peak_inflation_deviation_from_reference,terminal_inflation_deviation_from_reference,peak_debt_gdp_gap_from_reference_percentage_points,terminal_debt_gdp_gap_from_reference_percentage_points,first_positive_debt_yield_feedback,peak_debt_yield_long_adjustment_basis_points,terminal_debt_yield_long_adjustment_basis_points
demand_0.1567_phi_0.5,0.04,4.0,2036Q4,2036Q4,True,True,0.0695827664614656,0.0695827664614656,0.0008132888557067,0.0641051371594315,0.1021832261614425,1.642595470052736,-0.0031772007425192,-0.0009710180438081,0.0254913382825451,1.6339269080630057,0.1429666945550604,0.1524786684819309,1872.919404429908,127597.16302241542,False,0.1566878453499148,0.5,True,,False,False,5.820766091346741e-11,0.00017077628492085295,False,True,0.0489951791057685,0.0489951791057685,37.18009117709742,-8.515001371502983,,0.0,0.0
demand_0.1567_phi_1.0,0.04,4.0,2037Q2,2037Q2,True,True,0.072029273110798,0.072029273110798,0.0018773861536333,0.0934564104712197,0.1097242264646195,2.078717122423044,0.0210511785845155,-0.0009710180438081,0.023755500442716,1.953484360453319,0.1825490950998027,0.1944171078984765,5361.778457878005,216137.75349911425,False,0.1566878453499148,1.0,True,,False,False,5.820766091346741e-11,0.001234873582847453,False,False,0.0514416857551009,0.0514416857551009,45.723508370959664,35.09716386552779,,0.0,0.0
demand_0.1567_phi_1.5,0.04,4.0,2037Q3,2037Q3,True,True,0.0803938969812712,0.0803938969812712,0.0038006439846051,0.1366067684797819,0.1366067684797819,2.5560742902734224,0.0567868855937101,-0.0009710180438081,0.0344844765358263,2.4467961581412045,0.2872450681545175,0.2940028837988132,10914.9540390759,327957.94672413927,False,0.1566878453499148,1.5,True,,False,False,5.820766091346741e-11,0.003158131413819253,False,False,0.059806309625574,0.059806309625574,82.83288065056564,82.83288065056564,,0.0,0.0
demand_0.1567_phi_2.0,0.04,4.0,2038Q1,2038Q1,True,True,0.0955187258893304,0.0955187258893304,0.0072298095967434,0.205272074874223,0.205272074874223,3.116510359008273,0.1145398926660044,-0.0009710180438081,0.056969384710597,3.0540500723421773,0.4629487934129098,0.4604528700607749,21156.916216430407,486355.3271244903,False,0.1566878453499148,2.0,True,,False,False,1.1641532182693479e-10,0.006587297025957553,False,False,0.0749311385336333,0.0749311385336333,138.87648752405067,138.87648752405067,,0.0,0.0
demand_0.1567_phi_2.5,0.04,4.0,2038Q1,2038Q1,True,True,0.1209470036602773,0.1209470036602773,0.0137753087606475,0.3219553404182161,0.3219553404182161,3.816342030424961,0.2108185033939298,-0.0009710180438081,0.1014645105476999,3.872663195654571,0.7836308431467415,0.7639363617528888,43003.32432726135,740423.0173688771,False,0.1566878453499148,2.5,True,,False,False,1.1641532182693479e-10,0.013132796189861653,False,False,0.1003594163045802,0.1003594163045802,208.85965466571955,208.85965466571955,,0.0,0.0
demand_0.1567_phi_3.0,0.04,4.0,2038Q1,2038Q1,True,True,0.1651011712464223,0.1651011712464223,0.0273696913908053,0.5364766606515157,0.5364766606515157,4.731591314071972,0.3706359566967059,-0.0009710180438081,0.1989075256280809,5.090126854340591,1.4269485974577396,1.3740488448159485,99316.85182441262,1218443.3963961182,False,0.1566878453499148,3.0,True,,False,False,2.3283064365386963e-10,0.026727178820019452,False,False,0.1445135838907252,0.1445135838907252,300.3845830304206,300.3845830304206,,0.0,0.0
demand_0.1567_phi_4.0,0.04,4.0,2039Q3,2039Q3,True,True,0.4219969470385906,0.4219969470385906,0.1382011848456359,0.99,0.99,7.049946619345695,0.5123392202968011,-0.0009710180438081,1.094109098352834,9.343293988744016,4.7718916663593705,4.558538722063278,932515.4070040184,5593492.826245965,True,0.1566878453499148,4.0,True,,False,False,9.313225746154783e-10,0.13755867227485005,False,False,0.4014093596828935,0.4014093596828935,532.220113557793,532.220113557793,,0.0,0.0
demand_0.1567_phi_5.0,0.04,4.0,2040Q4,2040Q4,True,True,1.2164153521284635,1.2164153521284635,0.4426070466751592,0.99,0.99,7.574168881697932,-0.1858743894675925,-0.0009710180438081,2.700384565869479,10.791359049346395,6.516120006827276,6.209487526836419,6012254.140427786,30034650.2712377,True,0.1566878453499148,5.0,True,,False,False,3.725290298461914e-09,0.44196453410437336,False,True,1.1958277647727666,1.1958277647727666,606.6549603490836,584.6423397930166,,0.0,0.0
demand_0.1567_phi_6.0,0.04,4.0,2041Q1,2041Q1,True,True,2.173867832543884,2.173867832543884,0.6152055333538946,0.99,0.99,6.292788391831834,-1.0235105486391485,-0.0009710180438081,3.450041207665972,11.091860795352629,6.662652925587702,6.3516266282383205,24923573.161556527,113360686.57914266,True,0.1566878453499148,6.0,True,,False,False,3.725290298461914e-09,0.6145630207831088,False,True,2.1532802451881867,2.1532802451881867,630.4770385104301,456.50429080640686,,0.0,0.0
demand_0.1567_phi_8.0,0.04,4.0,2041Q3,2042Q2,True,True,3.6011985727374185,3.6011985727374185,0.661646387201904,0.99,0.99,4.239760767281571,-0.9275237778907092,-0.0009710180438081,3.9682197674486615,11.51248552462626,6.864042010272141,6.552216209681123,254156277.60704225,932499078.3035582,True,0.1566878453499148,8.0,True,,False,False,2.9802322387695312e-08,0.6610038746311182,False,True,3.580610985381721,3.580610985381721,661.9165508004,251.2015283513805,,0.0,0.0
demand_0.1567_phi_12.0,0.04,4.0,2042Q3,2042Q3,True,True,5.204610381135875,5.204610381135875,0.6960184952808461,0.99,0.99,3.05997669184315,-0.4299404154107291,-0.0009710180438081,4.847294963465635,11.95683447584937,7.08964755197225,6.77430994544208,7280179888.487102,20871392566.86011,True,0.1566878453499148,12.0,True,,False,False,1.9073486328125e-06,0.6953759827100603,False,True,5.184022793780177,5.184022793780177,695.0256316322275,133.2231208075384,,0.0,0.0
demand_0.2000_phi_0.0,0.04,4.0,2035Q3,2035Q3,True,True,0.0858254709054364,0.0841633146451908,-3.1220944042495424e-05,0.0482354509523636,0.0973531160810931,1.030715024304789,-0.022733147060737,-0.0002519144301414,0.0349738078043505,1.4544448393556528,0.134354106609927,0.1399977181245427,1137.5095197040869,32780.39680336107,False,0.2,0.0,True,,False,False,5.820766091346741e-11,-0.0006737335148283424,True,True,,,,,,,
demand_0.2000_phi_0.5,0.04,4.0,2035Q3,2035Q3,True,True,0.0845098245833805,0.0845051606348194,0.0006776802194758,0.0741420338054844,0.1085509614816088,1.446263958935757,-0.0082505393719405,-0.0002519144301414,0.033043138574454,1.5535791509233214,0.144509008583126,0.1508718329436141,2247.997561154107,145717.07331260867,False,0.2,0.5,True,,False,False,5.820766091346741e-11,3.5167648689953e-05,False,True,,,,,,,
demand_0.2000_phi_1.0,0.04,4.0,2035Q4,2035Q4,True,True,0.0981998864244823,0.0981998864244823,0.0030322914323287,0.1261557723563435,0.1261557723563435,1.917510835188304,0.0147924482406756,-0.0002519144301414,0.0362486534961657,1.7923133421546549,0.2148710026819118,0.2208882473244999,9409.74052016179,306597.3521297396,False,0.2,1.0,True,,False,False,1.1641532182693479e-10,0.002389778861542853,False,False,,,,,,,
demand_0.2000_phi_1.5,0.04,4.0,2036Q1,2036Q1,True,True,0.1293475584485068,0.1293475584485068,0.0087267717370923,0.227512517194067,0.227512517194067,2.517722752579308,0.0622678413479724,-0.0002519144301414,0.0743896171649694,2.4339552654271697,0.4243907934984829,0.4149918005981071,27787.559075901143,594286.9244768929,False,0.2,1.5,True,,False,False,1.1641532182693479e-10,0.008084259166306453,False,False,,,,,,,
demand_0.2000_phi_2.0,0.04,4.0,2036Q2,2036Q2,True,True,0.1961164586082165,0.1961164586082165,0.0244502740498646,0.4566129154067607,0.4566129154067607,3.375084427197728,0.1683233543751301,-0.0002519144301414,0.1820049558773158,3.4904160144158047,0.9526846655707968,0.9051522672626792,95421.2155110888,1283397.9165931572,False,0.2,2.0,True,,False,False,2.3283064365386963e-10,0.023807761479078753,False,False,,,,,,,
demand_0.2000_phi_2.5,0.04,4.0,2036Q2,2036Q2,True,True,0.363136086569976,0.363136086569976,0.07902714912642,0.99,0.99,4.728675508750861,0.4158912970034709,-0.0002519144301414,0.5891128372556966,5.739644756323516,2.619180651118611,2.4741160595660827,554998.014642219,4043048.8194352994,True,0.2,2.5,True,,False,False,4.656612873077393e-10,0.07838463655563416,False,False,,,,,,,
demand_0.2000_phi_3.0,0.04,4.0,2036Q3,2036Q3,True,True,0.8705435655646785,0.8705435655646785,0.2843587132657179,0.99,0.99,5.476972366936783,0.1013570431293873,-0.0002519144301414,1.8975517115281189,7.417532866841253,4.437073393685018,4.16413545855088,3702774.466462618,19567562.465242323,True,0.2,3.0,True,,False,False,1.862645149230957e-09,0.28371620069493203,False,False,,,,,,,
demand_0.2000_phi_4.0,0.04,4.0,2036Q4,2036Q4,True,True,2.55702935632948,2.55702935632948,0.5761734269087522,0.99,0.99,3.991312749802072,-0.7636527336181889,-0.0002519144301414,3.30572350103543,7.936540472208229,4.861224068787317,4.559868917491547,62888744.14309562,271056832.8126695,True,0.2,4.0,True,,False,False,2.9802322387695312e-08,0.5755309143379663,False,True,,,,,,,
demand_0.2000_phi_5.0,0.04,4.0,2037Q2,2037Q2,True,True,3.8242362794325055,3.8242362794325055,0.5950269853498606,0.99,0.99,2.798226506589845,-0.532489901617915,-0.0002519144301414,3.805769477034788,8.280619468437038,5.02545412037413,4.721042613068788,676494621.8369812,2339329199.7761264,True,0.2,5.0,True,,False,False,1.1920928955078125e-07,0.5943844727790748,False,True,,,,,,,
demand_0.2000_phi_6.0,0.04,4.0,2037Q4,2037Q4,True,True,4.7416173136345305,4.7416173136345305,0.6222702543158594,0.99,0.99,2.310907604034613,-0.3381250430549558,-0.0002519144301414,4.342723044538554,8.51495986210325,5.138345153506968,4.829147414568484,5210549810.752296,15604015909.27382,True,0.2,6.0,True,,False,False,4.76837158203125e-07,0.6216277417450735,False,True,,,,,,,
demand_0.2000_phi_8.0,0.04,4.0,2038Q1,2038Q1,True,True,6.096023589485142,6.096023589485142,0.7237337345394144,0.99,0.99,1.880584003213372,-0.2281285360555709,-0.0002519144301414,5.372228578973968,8.825371685299887,5.287304453036907,4.976866247904215,114648208711.58958,302847366502.95215,True,0.2,8.0,True,,False,False,0.0001220703125,0.7230912219686285,False,True,,,,,,,
demand_0.2000_phi_12.0,0.04,4.0,2038Q2,2038Q2,True,True,7.889225166978186,7.889225166978186,0.9100393902642488,0.99,0.99,1.4973733761723085,-0.1962878739466704,-0.0002519144301414,6.900787671430481,9.16966565239491,5.459619184096111,5.145234463872356,4920403858015.809,11872651357508.506,True,0.2,12.0,True,,False,False,0.001953125,0.909396877693463,False,True,,,,,,,
demand_0.2500_phi_0.0,0.04,4.0,2034Q3,2034Q3,True,True,0.0973069616572685,0.092447496108617,-0.0008581009646138,0.0523685032612765,0.1013201800016859,0.8718465671959652,-0.0202826516434998,0.0,0.0433871240243102,1.3645651042597031,0.133225371596965,0.1355596928590085,1151.4016412975616,10297.261365446248,False,0.25,0.0,True,,False,False,5.820766091346741e-11,-0.001500613535399647,True,True,,,,,,,
demand_0.2500_phi_0.5,0.04,4.0,2034Q3,2034Q3,True,True,0.1013230039664689,0.1011542368604211,0.0003575634962171,0.0856893237563881,0.1160291783726078,1.25356735322442,-0.0113181267603876,0.0,0.0419222084045655,1.464343950417588,0.1460785966438705,0.148796518352019,2630.174988866875,166880.92360284773,False,0.25,0.5,True,,False,False,5.820766091346741e-11,-0.000284949074568747,True,True,,,,,,,
demand_0.2500_phi_1.0,0.04,4.0,2034Q4,2034Q4,True,True,0.1345688655773193,0.1345688655773193,0.0047935560687449,0.1718944375741756,0.1718944375741756,1.729900271107215,0.0084491615776893,0.0,0.0560873953233313,1.6064862068990833,0.2526337798504019,0.2504934170781988,17790.78012827936,466206.9288304751,False,0.25,1.0,True,,False,False,1.1641532182693479e-10,0.004151043497959053,False,False,,,,,,,
demand_0.2500_phi_1.5,0.04,4.0,2034Q4,2034Q4,True,True,0.2195681028950526,0.2195681028950526,0.020293098393484,0.400494184217802,0.400494184217802,2.4447377325902364,0.0699010058977545,0.0,0.1620457077421129,2.429836530251293,0.6603076533673896,0.6193142979027626,92875.10161916626,1346867.5046619435,False,0.25,1.5,True,,False,False,2.3283064365386963e-10,0.019650585822698154,False,False,,,,,,,
demand_0.2500_phi_2.0,0.04,4.0,2035Q1,2035Q1,True,True,0.4911854704745412,0.4911854704745412,0.0996420516684783,0.99,0.99,3.700884324043957,0.2228534175630252,0.0,0.749032904222908,4.512241256230078,2.29970009303396,2.128743670646252,1094547.077545137,7375153.032502342,True,0.25,2.0,True,,False,False,9.313225746154783e-10,0.09899953909769245,False,False,,,,,,,
demand_0.2500_phi_2.5,0.04,4.0,2035Q1,2035Q1,True,True,1.4857190522780137,1.4857190522780137,0.4029299668386872,0.99,0.99,3.785922229131925,-0.2685338158056121,0.0,2.4206147519674848,5.464759294907889,3.480729566440855,3.191826795639177,14985647.94977644,73988181.2004958,True,0.25,2.5,True,,False,False,7.450580596923828e-09,0.40228745426790136,False,True,,,,,,,
demand_0.2500_phi_3.0,0.04,4.0,2035Q2,2035Q2,True,True,2.694495428158271,2.694495428158271,0.51750300207003,0.99,0.99,2.733154372070562,-0.5220883514635126,0.0,3.078723569635934,5.77972896640635,3.620874539243938,3.3279539220084464,119417306.02863054,500259487.78314304,True,0.25,3.0,True,,False,False,1.1920928955078125e-07,0.5168604894992441,False,True,,,,,,,
demand_0.2500_phi_4.0,0.04,4.0,2035Q3,2035Q3,True,True,4.379966599912709,4.379966599912709,0.5548449753655449,0.99,0.99,1.747406338782198,-0.2610697051949062,0.0,3.911148777857064,6.197244860117364,3.81507632363522,3.515200204369982,4501107013.634066,13982722223.459269,True,0.25,4.0,True,,False,False,1.9073486328125e-06,0.554202462794759,False,True,,,,,,,
demand_0.2500_phi_5.0,0.04,4.0,2035Q4,2035Q4,True,True,5.573804805332233,5.573804805332233,0.6398323850883072,0.99,0.99,1.4146282710907805,-0.1797498896263325,0.0,4.796051350918392,6.462559025216045,3.9387996780699,3.635755899604568,76846827362.69576,210540917424.8737,True,0.25,5.0,True,,False,False,7.62939453125e-06,0.6391898725175214,False,True,,,,,,,
demand_0.2500_phi_6.0,0.04,4.0,2036Q1,2036Q1,True,True,6.537727622287279,6.537727622287279,0.7333776221651496,0.99,0.99,1.218417770319354,-0.1630272054456556,0.0,5.588908859845179,6.644722427101796,4.030057432752004,3.72404540765531,670308025196.6549,1729706623506.5154,True,0.25,6.0,True,,False,False,0.0009765625,0.7327351095943637,False,True,,,,,,,
demand_0.2500_phi_8.0,0.04,4.0,2036Q2,2036Q2,True,True,8.04543438956607,8.04543438956607,0.8968191121396565,0.99,0.99,0.980036834897252,-0.1500944672082714,0.0,6.895575072327794,6.895542830608692,4.153982243700336,3.8436962149568834,14832659579305.258,35797328582021.69,True,0.25,8.0,True,,False,False,0.0078125,0.8961765995688706,False,True,,,,,,,
demand_0.2500_phi_12.0,0.04,4.0,2036Q3,2036Q3,True,True,10.108018964434946,10.108018964434946,1.13864632838561,0.99,0.99,0.7412886991962999,-0.1376262938664677,0.0,8.764121583724828,7.187868691606604,4.302114545794635,3.9898348841682063,604975202632506.4,1370405077977476.5,True,0.25,12.0,True,,False,False,0.5,1.1380038158148242,False,True,,,,,,,
demand_0.3250_phi_0.0,0.04,4.0,2033Q3,2033Q3,True,True,0.1140006829065395,0.1004700031417937,-0.0022837523164697,0.0583422826728799,0.1070930994625637,0.7096454202387572,-0.0145795483113169,0.0,0.0555078469136335,1.2738077536900168,0.131320619088418,0.128965849395833,1168.485182467603,-31635.47357068604,False,0.325,0.0,True,,False,False,5.820766091346741e-11,-0.002926264887255547,True,True,,,,,,,
demand_0.3250_phi_0.5,0.04,4.0,2033Q3,2033Q3,True,True,0.1263572790941136,0.1237551932535032,-0.000451497662632,0.1025201000658983,0.127453344845533,1.0260724312652143,-0.0118636215984935,0.0,0.0554628931755572,1.3493809803898675,0.1479995139205243,0.1452722873344884,2989.9968011128512,195861.6456150751,False,0.325,0.5,True,,False,False,1.1641532182693479e-10,-0.001094010233417847,True,True,,,,,,,
demand_0.3250_phi_1.0,0.04,4.0,2033Q4,2033Q4,True,True,0.1979935814447287,0.1979935814447287,0.0079117373835538,0.2517490091532222,0.2517490091532222,1.4702258180740984,0.0027009189659183,0.0,0.0908980086936346,1.4719797894909652,0.3030814396531854,0.287344168184886,44548.36013262991,886820.2606781275,False,0.325,1.0,True,,False,False,1.1641532182693479e-10,0.007269224812767953,False,False,,,,,,,
demand_0.3250_phi_1.5,0.04,4.0,2033Q4,2033Q4,True,True,0.4563853199150205,0.4563853199150205,0.0609898900577211,0.8804560589287583,0.8804560589287583,2.347193895732471,0.1020491350462977,0.0,0.460663125813289,2.5833638251971465,1.2347406312380824,1.1145784190569068,804234.9360619511,6534821.116602751,False,0.325,1.5,True,,False,False,4.656612873077393e-10,0.06034737748693525,False,False,,,,,,,
demand_0.3250_phi_2.0,0.04,4.0,2033Q4,2033Q4,True,True,1.7508880644265636,1.7508880644265636,0.3822099064788304,0.99,0.99,2.408720457280408,-0.2633558385822869,0.0,2.3009704897036274,3.6905947801126526,2.4412160803196543,2.164249504789211,36022357.50263184,174003282.3697133,True,0.325,2.0,True,,False,False,2.9802322387695312e-08,0.38156739390804456,False,True,,,,,,,
demand_0.3250_phi_2.5,0.04,4.0,2034Q1,2034Q1,True,True,3.2394820799262574,3.2394820799262574,0.4477600421034715,0.99,0.99,1.4937057368933706,-0.2655065461679862,0.0,2.9784560627725303,4.033084355814783,2.590874177803767,2.307983496565501,714210786.3633577,2656525251.6166325,True,0.325,2.5,True,,False,False,1.1920928955078125e-07,0.44711752953268563,False,True,,,,,,,
demand_0.3250_phi_3.0,0.04,4.0,2034Q1,2034Q1,True,True,4.30742820619302,4.30742820619302,0.4883991579343187,0.99,0.99,1.1273430743675676,-0.1609757186161935,0.0,3.615465652684658,4.273256228537404,2.6982955545426983,2.410823729296744,9881656900.456514,30585608347.970043,True,0.325,3.0,True,,False,False,7.62939453125e-06,0.48775664536353286,False,True,,,,,,,
demand_0.3250_phi_4.0,0.04,4.0,2034Q2,2034Q2,True,True,5.929357938904387,5.929357938904387,0.6260285452151599,0.99,0.99,0.8058014063215035,-0.1227330493809344,0.0,4.8710721145322,4.5896857032295335,2.846013785419936,2.550755804735356,510915893603.433,1377139632594.9492,True,0.325,4.0,True,,False,False,0.0009765625,0.6253860326443741,False,True,,,,,,,
demand_0.3250_phi_5.0,0.04,4.0,2034Q2,2034Q2,True,True,7.197795600571353,7.197795600571353,0.7583500506045731,0.99,0.99,0.627848838400542,-0.1152818168977,0.0,5.943210917557726,4.800266799154613,2.9458095663769828,2.6464194755159363,8003878096161.387,20271734682111.8,True,0.325,5.0,True,,False,False,0.00390625,0.7577075380337872,False,True,,,,,,,
demand_0.3250_phi_6.0,0.04,4.0,2034Q3,2034Q3,True,True,8.243401070205525,8.243401070205525,0.8752584053650052,0.99,0.99,0.5114177383415017,-0.1103922990427865,0.0,6.862929549193182,4.9488464159251375,3.021026427139457,2.719027130942282,62179283355438.97,151669279912857.47,True,0.325,6.0,True,,False,False,0.0625,0.8746158927942194,False,True,,,,,,,
demand_0.3250_phi_8.0,0.04,4.0,2034Q4,2034Q4,True,True,9.871119091403097,9.871119091403097,1.0666059993652226,0.99,0.99,0.3681388884658987,-0.103096621823536,0.0,8.338880707691752,5.14419196358448,3.1179978866002065,2.814357570598375,1084561915439961.0,2536485108340554.5,True,0.325,8.0,True,,False,False,0.5,1.0659634867944368,False,True,,,,,,,
demand_0.3250_phi_12.0,0.04,4.0,2035Q1,2035Q1,True,True,12.0618905132249,12.0618905132249,1.335751128087276,0.99,0.99,0.126258483104685,-0.1859330086903035,0.0,10.356499952196126,5.351617631037885,3.226912459641189,2.9182359132515963,1.7432483415063376e+16,4.967822106464561e+16,True,0.325,12.0,True,,False,False,32.0,1.3351086155164902,False,True,,,,,,,
demand_0.4000_phi_0.0,0.04,4.0,2032Q4,2032Q4,True,True,0.1286443942318648,0.1041715149736148,-0.0038207887538004,0.0640133866164518,0.1126242917451916,0.6069162886468525,-0.0082788572803481,0.0,0.0669627406155086,1.229175040784113,0.1292532141200379,0.1224822209432786,1180.8474533828248,-82268.39098974508,False,0.4,0.0,True,,False,False,5.820766091346741e-11,-0.004463301324586247,True,True,,,,,,,
demand_0.4000_phi_0.5,0.04,4.0,2032Q4,2032Q4,True,True,0.1492911531707089,0.1424788629749437,-0.0015775215058043,0.1183894248705275,0.1390531197219908,0.8593535678089222,-0.0095484011106997,0.0,0.0691203221352102,1.2570422962294334,0.1493947480334888,0.1413051273240139,3190.873094663385,216150.8909764048,False,0.4,0.5,True,,False,False,1.1641532182693479e-10,-0.002220034076590147,True,True,,,,,,,
demand_0.4000_phi_1.0,0.04,4.0,2032Q4,2032Q4,True,True,0.265600030017276,0.265600030017276,0.0109984595594202,0.3364535948188337,0.3364535948188337,1.254315340688758,0.0013302172806262,0.0,0.127056888647491,1.3622794543472243,0.3401504428552244,0.3111789773944257,104683.06838645716,1674163.392466374,False,0.4,1.0,True,,False,False,2.3283064365386963e-10,0.010355946988634353,False,False,,,,,,,
demand_0.4000_phi_1.5,0.04,4.0,2032Q4,2032Q4,True,True,0.9078888116145852,0.9078888116145852,0.1718584750638904,0.99,0.99,2.014481076908777,-0.01708228640488,0.0,1.203867466417627,2.4327048482395206,1.634042549904568,1.4099875949950686,8008849.385912671,45544333.43795704,True,0.4,1.5,True,,False,False,1.862645149230957e-09,0.17121596249310456,False,True,,,,,,,
demand_0.4000_phi_2.0,0.04,4.0,2033Q1,2033Q1,True,True,2.805528706980682,2.805528706980682,0.3754427866909564,0.99,0.99,1.1818237101192428,-0.2050756090845269,0.0,2.512394833339739,2.86713888573056,1.91328053885556,1.6442475689175082,503604654.1784531,2021246823.784864,True,0.4,2.0,True,,False,False,4.76837158203125e-07,0.37480027412017053,False,True,,,,,,,
demand_0.4000_phi_2.5,0.04,4.0,2033Q1,2033Q1,True,True,4.116353739255117,4.116353739255117,0.4240179867596203,0.99,0.99,0.7788985103051889,-0.1145805074158125,0.0,3.2676958191509287,3.150671232907226,2.03468777556183,1.7571068552840745,15063267646.878656,47503897185.6246,True,0.4,2.5,True,,False,False,3.814697265625e-06,0.4233754741888345,False,True,,,,,,,
demand_0.4000_phi_3.0,0.04,4.0,2033Q1,2033Q1,True,True,5.135821005374245,5.135821005374245,0.5062320001994056,0.99,0.99,0.5904622881442949,-0.0994762747137123,0.0,4.028924750426365,3.3438932196794102,2.123747798779568,1.8405590957755724,209823678671.06485,603543194725.3591,True,0.4,3.0,True,,False,False,6.103515625e-05,0.5055894876286198,False,True,,,,,,,
demand_0.4000_phi_4.0,0.04,4.0,2033Q1,2033Q1,True,True,6.755859432446178,6.755859432446178,0.6665564860773854,0.99,0.99,0.3730332086135456,-0.0929719118998819,0.0,5.353232520626347,3.607333997921312,2.248481018155085,1.9602019679103715,8428806284721.857,22329426587867.168,True,0.4,4.0,True,,False,False,0.0078125,0.6659139735065995,False,True,,,,,,,
demand_0.4000_phi_5.0,0.04,4.0,2033Q2,2033Q2,True,True,8.03121715238888,8.03121715238888,0.8065767193813,0.99,0.99,0.2068619453040623,-0.129550739707752,0.0,6.451745735669077,3.779330421700691,2.3334329425134244,2.040380645574404,84327865881206.72,235227700349599.4,True,0.4,5.0,True,,False,False,0.0625,0.8059342068105142,False,True,,,,,,,
demand_0.4000_phi_6.0,,,,,False,False,,,,,,,,,,,,,,,False,0.4,6.0,False,financing surplus exceeds all debt held by the public,False,False,,,False,False,,,,,,,
demand_0.4000_phi_8.0,,,,,False,False,,,,,,,,,,,,,,,False,0.4,8.0,False,financing surplus exceeds all debt held by the public,False,False,,,False,False,,,,,,,
demand_0.4000_phi_12.0,,,,,False,False,,,,,,,,,,,,,,,False,0.4,12.0,False,financing surplus exceeds all debt held by the public,False,False,,,False,False,,,,,,,
